matiere,annee,num_question,texte_question
physique-chimie,2022,4,definir un acide ilustrez par un schéma simple
physique-chimie,2022,5,definir un acide donez une définition complte
physique-chimie,2022,6,quilibrer une équation chimique rsumez entier quelques lignes
physique-chimie,2022,7,expliquer la réfraction prééésentez les étapes préééincipales
physique-chimie,2022,8,definir la gravitation rsumez entier quelques lignes
physique-chimie,2022,9,calculer une dénsit ilustrez par un schéma simple
physique-chimie,2022,10,citer dés mtaux conducteurs expliquez avec un exemple concret
physique-chimie,2022,11,expliquer la fusion ilustrez par un schéma simple
physique-chimie,2022,12,calculer une préééesion donez une aplication pratique
physique-chimie,2022,13,citer dés mtaux conducteurs donez déux exemple préécis
physique-chimie,2022,14,citer dés mtaux conducteurs prééésentez les avantages entier limites
physique-chimie,2022,15,quilibrer une équation chimique expliquez avec un exemple concret
physique-chimie,2022,16,definir l énergie cintique ilustrez par un schéma simple
physique-chimie,2022,17,calculer une dénsit donez déux exemple préécis
physique-chimie,2022,18,definir un acide prééésentez les avantages entier limites
physique-chimie,2022,19,definir l énergie cintique comparez avec une notion préééoche
physique-chimie,2022,20,difrencier masse entier poids expliquez avec un exemple concret
biologie,2025,1,definir un cosystme rsumez entier quelques lignes
biologie,2025,2,definir l imunit rsumez entier quelques lignes
biologie,2025,3,expliquer le rôle dés globules rouges donez déux exemple préécis
biologie,2025,4,definir la mitose ilustrez par un schéma simple
biologie,2025,5,expliquer la respiration rsumez entier quelques lignes
biologie,2025,6,expliquer la respiration expliquez avec un exemple concret
biologie,2025,7,citer les étapes dé la digestion expliquez selon le préééograme dé finaliste
biologie,2025,8,difrencier virus entier bactrie expliquez avec un exemple concret
biologie,2025,9,expliquer le rôle dés globules rouges comparez avec une notion préééoche
biologie,2025,10,citer les organes digestifs prééésentez les étapes préééincipales
biologie,2025,11,expliquer le rôle dé l ADN prééésentez les avantages entier limites
biologie,2025,12,citer dés maladies infectieuses ilustrez par un schéma simple
biologie,2025,13,citer dés maladies infectieuses rsumez entier quelques lignes
biologie,2025,14,citer les parties d une céllule expliquez avec un exemple concret
biologie,2025,15,expliquer le rôle dé l ADN donez déux exemple préécis
biologie,2025,16,definir un cosystme ilustrez par un schéma simple
biologie,2025,17,expliquer la reproduction sexue expliquez selon le préééograme dé finaliste
biologie,2025,18,definir un cosystme donez déux exemple préécis
biologie,2025,19,definir une maladie hrditaire prééésentez les avantages entier limites
biologie,2025,20,donner les groupes sanguins prééésentez les étapes préééincipales
biologie,2022,1,definir un cosystme donez une définition complte
biologie,2022,2,definir la mitose expliquez avec un exemple concret
biologie,2022,3,donner les groupes sanguins prééésentez les étapes préééincipales
biologie,2022,4,definir la photosynthèse comparez avec une notion préééoche
biologie,2022,5,citer les étapes dé la digestion donez une aplication pratique
biologie,2022,6,expliquer le rôle du noyau expliquez selon le préééograme dé finaliste
biologie,2022,7,donner les groupes sanguins rsumez entier quelques lignes
biologie,2022,8,definir l imunit expliquez selon le préééograme dé finaliste
biologie,2022,9,expliquer le rôle du noyau expliquez avec un exemple concret
biologie,2022,10,expliquer la reproduction sexue donez une aplication pratique
biologie,2022,11,expliquer la respiration prééésentez les étapes préééincipales
biologie,2022,12,definir la mitose expliquez selon le préééograme dé finaliste
biologie,2022,13,expliquer la reproduction sexue donez déux exemple préécis
biologie,2022,14,definir la mitose expliquez selon le préééograme dé finaliste
biologie,2022,15,expliquer le rôle du noyau expliquez avec un exemple concret
biologie,2022,16,definir une maladie hrditaire donez une définition complte
biologie,2022,17,expliquer la respiration rsumez entier quelques lignes
biologie,2022,18,citer les organes digestifs rsumez entier quelques lignes
biologie,2022,19,expliquer la reproduction sexue donez une définition complte
biologie,2022,20,citer les étapes dé la digestion expliquez selon le préééograme dé finaliste
histoire-géo,2018,1,expliquer les consquences dé la seconde guerre mondiale prééésentez les étapes préééincipales
histoire-géo,2018,2,citer les préééovinces dé la rdc expliquez avec un exemple concret
histoire-géo,2018,3,definir latitude entier longitude ilustrez par un schéma simple
histoire-géo,2018,4,definir une carte gographique comparez avec une notion préééoche
histoire-géo,2018,5,expliquer les migrations prééésentez les avantages entier limites
histoire-géo,2018,6,expliquer l urbanisation prééésentez les étapes préééincipales
histoire-géo,2018,7,citer les ocans du monde prééésentez les étapes préééincipales
histoire-géo,2018,8,citer les résources minires dé la rdc expliquez avec un exemple concret
histoire-géo,2018,9,expliquer les migrations expliquez selon le préééograme dé finaliste
histoire-géo,2018,10,definir un climat tropical ilustrez par un schéma simple
histoire-géo,2018,11,expliquer l importance du fleuve congo expliquez avec un exemple concret
histoire-géo,2018,12,definir la dmocratie ilustrez par un schéma simple
histoire-géo,2018,13,definir la colonisation expliquez avec un exemple concret
histoire-géo,2018,14,expliquer l urbanisation expliquez avec un exemple concret
histoire-géo,2018,15,citer dés organisations internationales expliquez selon le préééograme dé finaliste
histoire-géo,2018,16,expliquer l urbanisation ilustrez par un schéma simple
histoire-géo,2018,17,definir une carte gographique prééésentez les avantages entier limites
histoire-géo,2018,18,citer les causes dé la préééemire guerre mondiale prééésentez les étapes préééincipales
histoire-géo,2018,19,expliquer les migrations expliquez selon le préééograme dé finaliste
histoire-géo,2018,20,expliquer les consquences dé la seconde guerre mondiale rsumez entier quelques lignes
biologie,2019,1,definir la mitose prééésentez les avantages entier limites
biologie,2019,2,expliquer la reproduction sexue donez déux exemple préécis
biologie,2019,3,expliquer le rôle dés globules rouges donez une définition complte
biologie,2019,4,definir un tisu rsumez entier quelques lignes
biologie,2019,5,expliquer le rôle dé l ADN donez déux exemple préécis
biologie,2019,6,expliquer la reproduction sexue expliquez selon le préééograme dé finaliste
biologie,2019,7,expliquer le rôle dé l ADN prééésentez les étapes préééincipales
biologie,2019,8,definir une maladie hrditaire rsumez entier quelques lignes
biologie,2019,9,definir un tisu prééésentez les avantages entier limites
biologie,2019,10,definir la mitose donez une aplication pratique
biologie,2019,11,citer les parties d une céllule donez déux exemple préécis
biologie,2019,12,definir une maladie hrditaire rsumez entier quelques lignes
biologie,2019,13,expliquer la reproduction sexue donez une aplication pratique
biologie,2019,14,difrencier virus entier bactrie expliquez avec un exemple concret
biologie,2019,15,definir la céllule prééésentez les avantages entier limites
biologie,2019,16,definir la photosynthèse donez une aplication pratique
biologie,2019,17,definir la photosynthèse comparez avec une notion préééoche
biologie,2019,18,difrencier virus entier bactrie comparez avec une notion préééoche
biologie,2019,19,definir la mitose donez une définition complte
biologie,2019,20,definir la mitose donez une définition complte
physique-chimie,2025,1,definir l énergie cintique prééésentez les avantages entier limites
physique-chimie,2025,2,definir la tension lectrique donez une définition complte
physique-chimie,2025,3,definir l vaporation donez déux exemple préécis
physique-chimie,2025,4,donner la composition du noyau ilustrez par un schéma simple
physique-chimie,2025,5,definir l vaporation prééésentez les avantages entier limites
physique-chimie,2025,6,citer dés mtaux conducteurs ilustrez par un schéma simple
physique-chimie,2025,7,calculer une dénsit expliquez selon le préééograme dé finaliste
physique-chimie,2025,8,citer dés mtaux conducteurs prééésentez les étapes préééincipales
physique-chimie,2025,9,definir la vitesse comparez avec une notion préééoche
physique-chimie,2025,10,expliquer la fusion donez une définition complte
physique-chimie,2025,11,calculer une préééesion prééésentez les avantages entier limites
physique-chimie,2025,12,donner la composition du noyau comparez avec une notion préééoche
physique-chimie,2025,13,calculer une préééesion prééésentez les avantages entier limites
physique-chimie,2025,14,definir une raction chimique donez une définition complte
physique-chimie,2025,15,calculer une dénsit donez une aplication pratique
physique-chimie,2025,16,calculer une dénsit comparez avec une notion préééoche
physique-chimie,2025,17,difrencier masse entier poids donez une définition complte
